SQ_CANDIDATO;NM_MUNICIPIO;CD_MUNICIPIO;NR_ZONA;DS_SIT_TOT_TURNO;NM_CANDIDATO;SG_PARTIDO;QT_VOTOS_NOMINAIS
230000001306;ALTO ALEGRE;03050;3;NÃO ELEITO;LUCAS DA CONCEIÇÃO SILVA;PRP;0
230000001303;ALTO ALEGRE;03050;3;NÃO ELEITO;TAIANA ERASMO DA SILVA MACHADO;PRP;0
230000001156;IRACEMA;03026;6;SUPLENTE;ELMICIA TEIXEIRA PEREIRA;PT;4
230000001168;IRACEMA;03026;6;ELEITO POR QP;FRANCISCO DAS CHAGAS CARDOSO DA SILVA;SD;206
230000002764;AMAJARI;03042;7;SUPLENTE;ITALO SOBRAL SAGRADIM;PROS;74
230000001489;CANTÁ;03069;3;SUPLENTE;CLOVIS EDOINO XAVIER;PSB;53
230000002129;CANTÁ;03069;3;NÃO ELEITO;ELISÂNGELA SARMENTO DA SILVA;PSD;167
230000001649;RORAINÓPOLIS;03085;8;SUPLENTE;ROSEÍES DAS CHAGAS OLIVEIRA;PSDB;6
230000001626;RORAINÓPOLIS;03085;8;SUPLENTE;VALÉRIA BONOMO;PP;1
230000001100;RORAINÓPOLIS;03085;8;SUPLENTE;MARIA SAFIRA SALES DE LIMA;PTN;38
230000001096;RORAINÓPOLIS;03085;8;SUPLENTE;ANTONIO RODRIGUES VALÉRIO;PRTB;66
230000001115;RORAINÓPOLIS;03085;8;SUPLENTE;WILLIAN BRAID LIRA DA SILVA;PSL;87
230000001101;RORAINÓPOLIS;03085;8;SUPLENTE;ALCIMONE MELO DA SILVA;PSL;155
230000001440;RORAINÓPOLIS;03085;8;SUPLENTE;JESSICA  DE ASSIS LIMA;PPL;2
230000001120;RORAINÓPOLIS;03085;8;NÃO ELEITO;ROSINEI MENEZES BEZERRA;PTC;11
230000001114;RORAINÓPOLIS;03085;8;NÃO ELEITO;ANTONIO COSTA VIEIRA;PRP;0
230000002945;NORMANDIA;03115;3;SUPLENTE;MARIA DE FATIMA DOS SANTOS LOPES;PSB;5
230000001082;NORMANDIA;03115;3;SUPLENTE;SAMUEL PEREIRA DA SILVA;PSD;63
230000001527;NORMANDIA;03115;3;SUPLENTE;VENANCIO DE OLIVEIRA SERVINO;PC do B;65
230000002003;SÃO JOÃO DA BALIZA;03131;4;SUPLENTE;VALDIR FERREIRA MENDES;PRB;72
230000002014;SÃO JOÃO DA BALIZA;03131;4;NÃO ELEITO;SHEILA SILVA DE ABREU;PMN;0
230000001727;BOA VISTA;03018;1;SUPLENTE;RAIMUNDO ULINALDO PEREIRA SOUZA;PTC;83
230000001746;BOA VISTA;03018;1;SUPLENTE;JOCICLEI SOUSA LIMA;PTC;13
230000002590;BOA VISTA;03018;1;SUPLENTE;MARCOS PAULO BENHUR SALDANHA TROVÃO;PC do B;102
230000002787;BOA VISTA;03018;1;SUPLENTE;ADALBERTO DA SILVA SANTOS;PC do B;28
230000002792;BOA VISTA;03018;5;SUPLENTE;OSIEL ANDRADE DE ALCANTARA;PC do B;808
230000002097;BOA VISTA;03018;5;SUPLENTE;DINAILDO BARRETO DA SILVA;PSD;494
230000002093;BOA VISTA;03018;5;SUPLENTE;ALEX REIS COELHO;PSD;636
230000002088;BOA VISTA;03018;5;SUPLENTE;NIVALDO CICERO BONFIM;PSD;91
230000002105;BOA VISTA;03018;1;SUPLENTE;ITAMAR ELIAS DE OLIVEIRA JUNIOR;PSD;20
230000001609;IRACEMA;03026;6;SUPLENTE;ANTONIO JOSE VICENTE DE SOUSA;PDT;10
230000001170;IRACEMA;03026;6;SUPLENTE;JOSE LIMA DE SOUSA;SD;82
230000001179;IRACEMA;03026;6;SUPLENTE;CLAUDEMIR MENDONCA LIMA DOS SANTOS;PR;56
230000001152;IRACEMA;03026;6;ELEITO POR MÉDIA;MARIA LOPES DA SILVA;PSD;159
230000002485;AMAJARI;03042;7;SUPLENTE;ROSANA DE LIMA DA SILVA;PROS;1
230000002177;AMAJARI;03042;7;SUPLENTE;NEULIMAR PEREIRA DE MATTOS;PSC;73
230000001496;AMAJARI;03042;7;SUPLENTE;AMADEU GENTIL CARMO;PTN;131
230000001205;AMAJARI;03042;7;SUPLENTE;ROSELY SILVEIRA MARQUES;SD;1
230000001200;AMAJARI;03042;7;SUPLENTE;RITA DE CÁSSIA BEZERRA;PRP;80
230000001204;AMAJARI;03042;7;ELEITO POR QP;IVONILDO SILVA DE SOUZA;PRP;105
230000002183;AMAJARI;03042;7;ELEITO POR QP;THIAGO DUARTE;PSC;224
230000002499;AMAJARI;03042;7;NÃO ELEITO;DEBORA DE ALMEIDA RIBAS;PR;0
230000001472;CANTÁ;03069;3;SUPLENTE;ELIANE MONTEIRO BORGES FEITOSA;PSDB;101
230000001876;CANTÁ;03069;3;SUPLENTE;CLERISTON RIBEIRO MONTEIRO;PEN;120
230000002117;CANTÁ;03069;3;ELEITO POR MÉDIA;FRANCIELIO GONÇALO DA SILVA;PR;367
230000001642;RORAINÓPOLIS;03085;8;SUPLENTE;ERISVALDO DE ARAUJO;PRB;428
230000001111;RORAINÓPOLIS;03085;8;SUPLENTE;CLAUDEOM SIRQUEIRA DE SOUZA;PC do B;139
230000001441;RORAINÓPOLIS;03085;8;SUPLENTE;RONALDO SANTOS PINTO DE OLIVEIRA;PPL;113
230000001438;RORAINÓPOLIS;03085;8;SUPLENTE;VALDIR DE SOUSA;PSD;141
230000002329;RORAINÓPOLIS;03085;8;NÃO ELEITO;AMARILDO EPIFANIO COELHO;PSOL;12
230000001658;RORAINÓPOLIS;03085;8;NÃO ELEITO;EDIVANIO FERREIRA BARROS;PRB;0
230000001655;RORAINÓPOLIS;03085;8;NÃO ELEITO;ELIAS FILINTO ALVES;PR;0
230000001523;NORMANDIA;03115;3;SUPLENTE;PEDRO SOUZA DA SILVA;PDT;80
230000001077;NORMANDIA;03115;3;ELEITO POR MÉDIA;JOSÉ AUDI TEIXEIRA JUNIOR;PRB;232
230000002005;SÃO JOÃO DA BALIZA;03131;4;SUPLENTE;MANOEL AIRTON VIDAL;PP;8
230000002046;SÃO JOÃO DA BALIZA;03131;4;SUPLENTE;ELTON RODRIGUES DE JESUS;PDT;4
230000002000;SÃO JOÃO DA BALIZA;03131;4;ELEITO POR MÉDIA;FRANCISCO DAS CHAGAS DE SOUSA PEREIRA;PRB;117
230000001165;IRACEMA;03026;6;SUPLENTE;EDIMAR CARDOSO DA SILVA;PMB;56
230000001199;AMAJARI;03042;7;SUPLENTE;RONALDO RANGEL MENDES;PMDB;102
230000001703;CANTÁ;03069;3;SUPLENTE;ANDRÉCIO CARLOS ARAÚJO LIMA;PC do B;71
230000001488;CANTÁ;03069;3;SUPLENTE;LUIS DA SILVA PINHEIRO;PSL;136
230000001877;CANTÁ;03069;3;SUPLENTE;NERIVAN SOARES DE MOURA;PHS;11
230000002116;CANTÁ;03069;3;SUPLENTE;MICHELLE DE OLIVEIRA MANO;PR;1
230000001280;CANTÁ;03069;3;SUPLENTE;RAIMUNDO RIBEIRO LEITE DOS SANTOS;PROS;119
230000002141;CANTÁ;03069;3;NÃO ELEITO;RAIFRAN DE ARAUJO LOPES;PSD;33
230000002136;CANTÁ;03069;3;NÃO ELEITO;JOSÉ WILLIAMS GONÇALVES DA SILVA;PRTB;14
230000001661;RORAINÓPOLIS;03085;8;SUPLENTE;LENI AURELIA BARBOSA DOS SANTOS;PSDB;1
230000001654;RORAINÓPOLIS;03085;8;SUPLENTE;JOÃO NASCIMENTO SILVA;PSDB;145
230000001657;RORAINÓPOLIS;03085;8;SUPLENTE;CLAUDIA SIQUEIRA DE AQUINO;PR;5
230000001621;RORAINÓPOLIS;03085;8;SUPLENTE;ALCINEY SANTOS DA CONCEIÇÃO;PMN;185
230000001382;RORAINÓPOLIS;03085;8;SUPLENTE;WILSON FRANCISCO DE MOURA;PPS;43
230000001368;RORAINÓPOLIS;03085;8;SUPLENTE;FRANCISCO DA CONCEIÇÃO RIOS;PPS;4
230000001278;CANTÁ;03069;3;SUPLENTE;SOCRATES FELIX ALVES;PROS;64
230000001873;CANTÁ;03069;3;ELEITO POR QP;FRANCISCA FERREIRA DA SILVA;PEN;235
230000001618;RORAINÓPOLIS;03085;8;SUPLENTE;MARCIO ALVES DE SOUSA;PP;280
230000001446;RORAINÓPOLIS;03085;8;SUPLENTE;FRANCISCO DEMONTIER DE AGUIAR;PSB;223
230000001432;RORAINÓPOLIS;03085;8;SUPLENTE;JOSE NUNES DE BARROS JUNIOR;PMDB;16
230000001073;NORMANDIA;03115;3;SUPLENTE;JANIO RIBEIRO ESBELL;PSD;141
230000001554;SÃO JOÃO DA BALIZA;03131;4;NÃO ELEITO;MARIA TELMA GOMES LOPES;PRP;0
230000002644;UIRAMUTÃ;03107;7;ELEITO POR QP;MAGNUN CUNHA NASCIMENTO;PP;191
230000002684;UIRAMUTÃ;03107;7;NÃO ELEITO;SILVANIO ALVES DOS SANTOS;PT;0
230000000991;BONFIM;03077;3;SUPLENTE;LUIZ CLAUDIO ALVES DE SOUZA;PRTB;101
230000001059;BONFIM;03077;3;SUPLENTE;ADEMILTON SOUZA CASTRO;PSDC;136
230000001049;BONFIM;03077;3;SUPLENTE;FARIAS NASCIMENTO RIBEIRO;PSDC;136
230000002026;BONFIM;03077;3;NÃO ELEITO;ELIESIO SILVA;PRP;5
230000001426;CARACARAÍ;03034;2;SUPLENTE;PAULO ALVES ROCHA;PEN;6
230000001423;CARACARAÍ;03034;2;SUPLENTE;JOÃO BARRA DE OLIVEIRA;PP;225
230000001408;CARACARAÍ;03034;2;SUPLENTE;GONÇALO SEBASTIÃO DA SILVA;PEN;97
230000000879;CARACARAÍ;03034;2;SUPLENTE;ANTONIO NILSON DA CONCEIÇÃO;PRP;84
230000002450;CARACARAÍ;03034;2;NÃO ELEITO;ERINALDA PEREIRA GOMES;PSDC;0
230000002454;CARACARAÍ;03034;2;NÃO ELEITO;PAULO MORAES DE SOUZA FILHO;PHS;21
230000000878;CARACARAÍ;03034;2;ELEITO POR QP;JOÃO EUDES DE SOUSA;PROS;203
230000002268;CAROEBE;03000;4;SUPLENTE;EZEQUIEL CUSTODIO CUNHA;PMDB;97
230000002263;CAROEBE;03000;4;SUPLENTE;LUIZA SILVA DO NASCIMENTO;PMDB;1
230000002271;CAROEBE;03000;4;SUPLENTE;ELIZANIA DE SOUSA LACERDA;PMDB;1
230000001091;CAROEBE;03000;4;SUPLENTE;LOREMAR RAMOS DA SILVA;PDT;153
230000001887;MUCAJAÍ;03093;6;SUPLENTE;ANDREIA ALVES SALVATIERRA;PR;56
230000001841;MUCAJAÍ;03093;6;SUPLENTE;MARIA NEIDE DA SILVA;PRP;18
230000003016;MUCAJAÍ;03093;6;SUPLENTE;RAIMUNDO HENRIQUE BEZERRA DE PAULA;PC do B;117
230000001244;PACARAIMA;03123;7;SUPLENTE;AILTON MARCOS DA SILVA;PV;64
230000002516;SÃO LUIZ;03158;4;SUPLENTE;RAIMUNDA TEIXEIRA DA SILVA;PPL;21
230000002827;SÃO LUIZ;03158;4;SUPLENTE;SUNAMITA LIMA RODRIGUES;PHS;0
230000002506;SÃO LUIZ;03158;4;SUPLENTE;RONALDO SOUZA SANTOS;PPS;122
230000001292;SÃO LUIZ;03158;4;SUPLENTE;MARINETE SILVA OLIVEIRA;PSDB;0
230000001265;SÃO LUIZ;03158;4;NÃO ELEITO;DAIANY DE OLIVEIRA;PDT;0
230000001260;SÃO LUIZ;03158;4;NÃO ELEITO;PAULO CÉZAR RODRIGUES;PT;38
230000002520;SÃO LUIZ;03158;4;ELEITO POR QP;ELINEUZA DE ALMEIDA TEIXEIRA;PPL;155
230000001923;ALTO ALEGRE;03050;3;SUPLENTE;NILSON SOUZA DOS SANTOS;PEN;349
230000001910;ALTO ALEGRE;03050;3;SUPLENTE;PAMELLA DAS CHAGAS SANTOS;PEN;1
230000002657;UIRAMUTÃ;03107;7;ELEITO POR MÉDIA;GENESIO SAMUEL DE SOUZA;PSB;187
230000002633;UIRAMUTÃ;03107;7;ELEITO POR QP;GRIGORIO ALEXANDRE DE LIMA;REDE;316
230000002674;UIRAMUTÃ;03107;7;ELEITO POR QP;LOURDES MIGUEL DE BRITO;PDT;304
230000002760;UIRAMUTÃ;03107;7;NÃO ELEITO;JESUINO LOPES ANDRE;PT;0
230000002221;BONFIM;03077;3;SUPLENTE;RONE ENE DE OLIVEIRA ROCHA;PMDB;12
230000002223;BONFIM;03077;3;SUPLENTE;JOSE ARIMATEIA DA SILVA;PRB;11
230000002627;BONFIM;03077;3;NÃO ELEITO;NILSON DOS SANTOS;DEM;66
230000001050;BONFIM;03077;3;ELEITO POR QP;JEFERSON DA SILVA MACEDO;PT;184
230000001374;RORAINÓPOLIS;03085;8;SUPLENTE;JOSÉ SALES MATOS;PPS;23
230000001372;RORAINÓPOLIS;03085;8;SUPLENTE;JOSE DE SALES SILVA;PV;81
230000001098;RORAINÓPOLIS;03085;8;SUPLENTE;LUCIÁUREA GOMES DE SOUSA;PRTB;9
230000001445;RORAINÓPOLIS;03085;8;SUPLENTE;JANE GOMES DA SILVA;PMB;19
230000001134;RORAINÓPOLIS;03085;8;NÃO ELEITO;GILVAN PAIVA PEREIRA;PT;57
230000001619;RORAINÓPOLIS;03085;8;ELEITO POR QP;ALESSANDRO DALTRO SOUSA;PDT;745
230000001069;NORMANDIA;03115;3;SUPLENTE;MARIA JOSÉ JANUÁRIA;PMDB;114
230000001558;SÃO JOÃO DA BALIZA;03131;4;NÃO ELEITO;MARIA MARQUES DA SILVA;PRTB;0
230000001748;BOA VISTA;03018;1;SUPLENTE;ZELINDA LAURA BRITO CANTANHEDE;PTC;9
230000001726;BOA VISTA;03018;5;SUPLENTE;DERMAILTON BEZERRA DA SILVA;PTC;112
230000001745;BOA VISTA;03018;5;SUPLENTE;GEORLANDO DE SOUZA MUNIZ;PTC;79
230000002589;BOA VISTA;03018;1;SUPLENTE;CARLA CRISTINA ROCHA;PT;141
230000002089;BOA VISTA;03018;1;SUPLENTE;RONALDO MACEDO DE JESUS;PSD;101
230000002098;BOA VISTA;03018;5;SUPLENTE;FRANCISCA SILVA CASTRO;PSD;29
230000002096;BOA VISTA;03018;5;SUPLENTE;CLAUDOMIRO DA SILVA REGO;PSD;51
230000002104;BOA VISTA;03018;1;SUPLENTE;CLAUDIANE MONTEIRO LIMA;PSD;0
230000001942;BOA VISTA;03018;1;SUPLENTE;MARIA JÚLIA DE PAULA DA SILVA;PP;3
230000001947;BOA VISTA;03018;1;SUPLENTE;JADSON EVARISTO DA SILVA;PP;14
230000001957;BOA VISTA;03018;5;SUPLENTE;JHASSON DA SILVA NUNES;PRB;40
230000001571;BOA VISTA;03018;1;SUPLENTE;EDINALVA NASCIMENTO COSTA DA SILVA;PSC;17
230000001572;BOA VISTA;03018;5;SUPLENTE;LUCIANO PEREIRA DIAS;PSC;145
230000001563;BOA VISTA;03018;5;SUPLENTE;SULIELMA SILVA PEREIRA BARROS;PSC;610
230000002393;BOA VISTA;03018;1;SUPLENTE;ALDO DANTAS SALES;DEM;20
230000002380;BOA VISTA;03018;1;SUPLENTE;FRANCISCO CANDIDO;PRTB;121
230000002167;BOA VISTA;03018;1;SUPLENTE;MARCELO DE LIMA LOPES;PEN;502
230000002157;BOA VISTA;03018;5;SUPLENTE;MANOEL GOMES  DOS SANTOS;PTN;203
230000002074;BOA VISTA;03018;1;SUPLENTE;JOSE COELHO DE SOUZA NETO;SD;407
230000001766;BOA VISTA;03018;1;SUPLENTE;LUCELIA BENTO;PDT;5
230000001757;BOA VISTA;03018;5;SUPLENTE;SERGIO PEREIRA DA SILVA;PDT;51
230000002434;BOA VISTA;03018;1;NÃO ELEITO;EDIMUNDO DE LIMA FERREIRA;PRP;15
230000002425;BOA VISTA;03018;5;NÃO ELEITO;NAYARA MARTINS MAIA;PRP;350
230000002947;BOA VISTA;03018;1;NÃO ELEITO;FRANCISCA DOS SANTOS COELHO;PRP;0
230000002419;BOA VISTA;03018;5;NÃO ELEITO;JUNIOR DOS SANTOS MOURA;PRP;30
230000002299;BOA VISTA;03018;5;NÃO ELEITO;GABRIEL MOTA E SILVA;PV;1731
230000002369;BOA VISTA;03018;5;ELEITO POR QP;ALINE MARIA DE MENEZES REZENDE CHAGAS;PRTB;1045
230000002083;BOA VISTA;03018;5;ELEITO POR QP;WAGNER SILVA FEITOSA;SD;2037
230000002707;BOA VISTA;03018;1;NÃO ELEITO;MARCONDES SARAIVA GRANGEIRO;PRTB;0
230000002164;BOA VISTA;03018;5;NÃO ELEITO;IDINALDO CARDOSO DA SILVA;PMN;0
230000001733;BOA VISTA;03018;5;SUPLENTE;ALTAIR SOUZA RODRIGUES JUNIOR;PTC;358
230000001725;BOA VISTA;03018;5;SUPLENTE;NEURIMAR MACEDO DE SOUZA GONÇALVES;PTC;1101
230000002775;BOA VISTA;03018;5;SUPLENTE;EDINEY BORGES DE JESUS;PT;62
230000002770;BOA VISTA;03018;5;SUPLENTE;LISA SILVA SANTOS;PT;3
230000002095;BOA VISTA;03018;5;SUPLENTE;CARLOS EDUARDO BEZERRA DE SOUZA;PSD;361
230000002085;BOA VISTA;03018;1;SUPLENTE;FRANCISCO CHAVES DOS SANTOS;PSD;26
230000002108;BOA VISTA;03018;1;SUPLENTE;EDISON SOUSA DOS REIS;PSD;6
230000002099;BOA VISTA;03018;5;SUPLENTE;HERBERT MACHADO LIMA;PSD;667
230000001946;BOA VISTA;03018;1;SUPLENTE;LORENA CRISTINA DOURADO DE SOUZA;PP;423
230000001580;BOA VISTA;03018;5;SUPLENTE;EPAMINONDAS NOGUEIRA DOS SANTOS;PMB;80
230000001584;BOA VISTA;03018;5;SUPLENTE;MAURICIO FERNANDES DE MELO;PMB;313
230000002366;BOA VISTA;03018;1;SUPLENTE;HÉLIO FURTADO LADEIRA;PRTB;13
230000002170;BOA VISTA;03018;1;SUPLENTE;RAFAEL SOUZA COELHO;PEN;205
230000002147;BOA VISTA;03018;5;SUPLENTE;JANES MIRANDA;PTN;659
230000002160;BOA VISTA;03018;1;SUPLENTE;JUNIO SILVA BEZERRA;PTN;8
230000002078;BOA VISTA;03018;5;SUPLENTE;MARIA LUCIA RODRIGUES MARQUES;SD;929
230000002081;BOA VISTA;03018;1;SUPLENTE;RAIMUNDO CLEBSON PEREIRA DO NASCIMENTO;PSL;20
230000001765;BOA VISTA;03018;1;SUPLENTE;ALDENOR DE LIMA;PDT;6
230000001784;BOA VISTA;03018;5;SUPLENTE;RUI DE OLIVEIRA NUNES;PHS;174
230000001763;BOA VISTA;03018;5;SUPLENTE;DANIELLE SOUZA ALVES;PDT;10
230000001764;BOA VISTA;03018;1;SUPLENTE;JOSE ORLANDO MOTA E SILVA;PDT;1
230000001764;BOA VISTA;03018;5;SUPLENTE;JOSE ORLANDO MOTA E SILVA;PDT;35
230000001769;BOA VISTA;03018;1;SUPLENTE;ANA LAURA DE ARAUJO OLIVEIRA;PDT;48
230000001762;BOA VISTA;03018;1;SUPLENTE;WILSON BATISTA HENDGES;PDT;33
230000002357;BOA VISTA;03018;1;SUPLENTE;JEAN MARTINS DE ARAUJO;PR;290
230000002340;BOA VISTA;03018;5;SUPLENTE;ELI NASCIMENTO DOS SANTOS;PPS;12
230000002418;BOA VISTA;03018;5;NÃO ELEITO;ANGELO SIMPLICIO PEREIRA;PRP;83
230000002318;BOA VISTA;03018;5;NÃO ELEITO;ERNILDO GLEISSON RODRIGUES SILVA;PV;4
230000001570;BOA VISTA;03018;1;ELEITO POR QP;NILVAN SOUZA DOS SANTOS;PSC;473
230000002428;BOA VISTA;03018;1;NÃO ELEITO;WESLY MONTELES DE SOUSA;PRP;0
230000002300;BOA VISTA;03018;1;NÃO ELEITO;IRLANDA MAGDA MOURA RIBEIRO CHAPARRO;PV;0
230000001606;IRACEMA;03026;6;SUPLENTE;JEFERSON RODRIGUES JUSTINO;PDT;80
230000001155;IRACEMA;03026;6;SUPLENTE;TELMARIO MORAES DA SILVA;PSD;46
230000001545;IRACEMA;03026;6;SUPLENTE;ADALBERTO BORGES PEREIRA;PP;94
230000002190;AMAJARI;03042;7;SUPLENTE;FREDES BALBINO TORRES;PEN;26
230000002192;AMAJARI;03042;7;SUPLENTE;MIRIAN RIBEIRO DOS SANTOS;PRB;57
230000002193;AMAJARI;03042;7;SUPLENTE;NATANAEL SOUSA DA COSTA;PT do B;27
230000001494;AMAJARI;03042;7;SUPLENTE;JOSIMAR RODRIGUES DA ROCHA;PT;98
230000001490;AMAJARI;03042;7;SUPLENTE;ANTONIO FERNANDES DA SILVA;PV;69
230000001202;AMAJARI;03042;7;ELEITO POR QP;ADRIANO DA SILVA RODRIGUES;PRP;188
230000001691;CANTÁ;03069;3;SUPLENTE;FRANCISCO DAS CHAGAS BEZERRA DE LIMA;PT;89
230000002445;CANTÁ;03069;3;NÃO ELEITO;RAIMUNDO NONATO CONCEIÇÃO RIBEIRO;DEM;8
230000001650;RORAINÓPOLIS;03085;8;SUPLENTE;VITORIA LUDINE GONÇALVES DA SILVA;PSDB;1
230000001659;RORAINÓPOLIS;03085;8;SUPLENTE;ANDRE ROCHA DE SOUZA;PSDB;48
230000001620;RORAINÓPOLIS;03085;8;SUPLENTE;JOÃO SILVA DE ARAUJO;PP;363
230000001623;RORAINÓPOLIS;03085;8;SUPLENTE;ELISANGELA DA SILVA FARIA;PP;0
230000001379;RORAINÓPOLIS;03085;8;SUPLENTE;NAPOLEÃO ANTONIO ZEOLLA MACHADO;DEM;53
230000001529;NORMANDIA;03115;3;SUPLENTE;VANIA REJANE FIGUEIREDO MELVILLE;PTC;57
230000002011;SÃO JOÃO DA BALIZA;03131;4;SUPLENTE;KATÍA DA SILVA ABADE;PP;2
230000001038;SÃO JOÃO DA BALIZA;03131;4;SUPLENTE;BRUNA MAYARA DA SILVA SOUSA;PPS;2
230000002045;SÃO JOÃO DA BALIZA;03131;4;SUPLENTE;REGILDO CRUZ SANTOS;PDT;22
230000001971;SÃO JOÃO DA BALIZA;03131;4;SUPLENTE;MARIA JOSÉ RIBEIRO CASTRO;PROS;25
230000001549;SÃO JOÃO DA BALIZA;03131;4;NÃO ELEITO;JOSE ROBERTO DA SILVA ALBUQUERUE;PRP;167
230000001178;IRACEMA;03026;6;SUPLENTE;KASSIA MICHELLE GOMES MACEDO;PR;1
230000001538;IRACEMA;03026;6;SUPLENTE;DEILMA DA CONCEIÇÃO SOUSA;PEN;127
230000001616;IRACEMA;03026;6;ELEITO POR QP;ANTONIO FRANCISCO LIMA;PTN;127
230000001491;AMAJARI;03042;7;SUPLENTE;DELMACIR DA SILVA DOURADO;PDT;20
230000001210;AMAJARI;03042;7;SUPLENTE;CELIO ISAACK PAULINO BENAION;PC do B;33
230000002496;AMAJARI;03042;7;NÃO ELEITO;ANTONIO MARCOS LINS DE AGUIAR;PHS;0
230000001706;CANTÁ;03069;3;SUPLENTE;LEIDIANNE DA SILVA PINTO;PT;36
230000001867;CANTÁ;03069;3;SUPLENTE;JONAS SOARES;PHS;62
230000001869;CANTÁ;03069;3;SUPLENTE;JOSÉ ALMIR DA SILVA;PHS;34
230000002118;CANTÁ;03069;3;SUPLENTE;SIDLENA DE SOUZA CAVALCANTE;PR;18
230000002466;CANTÁ;03069;3;NÃO ELEITO;PEDRO BARBOSA DA SILVA;PT do B;31
230000002766;CANTÁ;03069;3;NÃO ELEITO;SILVIA AURELIA LOBO DE MATOS;PP;0
230000001632;RORAINÓPOLIS;03085;8;SUPLENTE;EDINAN GONÇALVES NAVA;PDT;125
230000001625;RORAINÓPOLIS;03085;8;SUPLENTE;GIORBERVÂNIA DWERLEN DA SILVA;PDT;1
230000001383;RORAINÓPOLIS;03085;8;SUPLENTE;ÁUREA RAMOS GENELHÚ;PPS;38
230000001097;RORAINÓPOLIS;03085;8;SUPLENTE;CHARLENE RODRIGUES FERREIRA;PC do B;13
230000001130;RORAINÓPOLIS;03085;8;NÃO ELEITO;CICERO SOUZA FEITOSA;PTC;49
230000002478;NORMANDIA;03115;3;SUPLENTE;ISMAEL CAMILO MACUXI;PPS;110
230000003030;NORMANDIA;03115;3;SUPLENTE;NEUZIMARA CRUZ DE ALMEIDA;PV;0
230000001512;NORMANDIA;03115;3;SUPLENTE;ARLENE FIRMINO COSTA;PHS;81
230000001965;SÃO JOÃO DA BALIZA;03131;4;SUPLENTE;JOSÉ FLORIANO DOS SANTOS;PSDB;28
230000001750;BOA VISTA;03018;1;SUPLENTE;ROSA APARECIDA AMORIM DE FREITAS;PTC;21
230000001754;BOA VISTA;03018;5;SUPLENTE;THIAGO COELHO FOGACA;PTC;785
230000001726;BOA VISTA;03018;1;SUPLENTE;DERMAILTON BEZERRA DA SILVA;PTC;40
230000001733;BOA VISTA;03018;1;SUPLENTE;ALTAIR SOUZA RODRIGUES JUNIOR;PTC;140
230000002786;BOA VISTA;03018;1;SUPLENTE;CRISTIANO MORAES DA SILVA;PC do B;16
230000002770;BOA VISTA;03018;1;SUPLENTE;LISA SILVA SANTOS;PT;1
230000002744;BOA VISTA;03018;5;SUPLENTE;PAULO ALBERTO SOARES;PT;77
230000001962;BOA VISTA;03018;1;SUPLENTE;VALDEANE GOMES ROCHA;PRB;69
230000001948;BOA VISTA;03018;1;SUPLENTE;MARIA DO SOCORRO ARAÚJO COSTA;PP;16
230000001577;BOA VISTA;03018;1;SUPLENTE;ANTONIO GONÇALVES DE FREITAS;PMB;18
230000001563;BOA VISTA;03018;1;SUPLENTE;SULIELMA SILVA PEREIRA BARROS;PSC;99
230000001579;BOA VISTA;03018;1;SUPLENTE;DEISY MEIRY CARDOSO;PMB;16
230000001578;BOA VISTA;03018;5;SUPLENTE;DAVID MARINHO DE SOUZA;PMB;76
230000001587;BOA VISTA;03018;5;SUPLENTE;RANYSON DE OLIVEIRA BRAGA;PMB;80
230000001573;BOA VISTA;03018;1;SUPLENTE;ELISÂNGELA PEREIRA ROCHA TEIXEIRA;PSC;7
230000002376;BOA VISTA;03018;5;SUPLENTE;TAYLA RIBEIRO PERES  SILVA;PRTB;865
230000002368;BOA VISTA;03018;5;SUPLENTE;ANTONIO CICERO DE SOUSA COSTA;PRTB;120
230000002388;BOA VISTA;03018;5;SUPLENTE;DIRLENE SANTANA DIAS;DEM;2
230000002155;BOA VISTA;03018;5;SUPLENTE;ERASMO  MISTAL VASCONCELOS DE LIMA;PTN;190
230000002147;BOA VISTA;03018;1;SUPLENTE;JANES MIRANDA;PTN;100
230000002057;BOA VISTA;03018;5;SUPLENTE;CASSIA DA SILVA LIMA;PSB;210
230000002076;BOA VISTA;03018;5;SUPLENTE;JOZIEL VANDERLEI DA SILVA;SD;245
230000001774;BOA VISTA;03018;5;SUPLENTE;ELIANDRO PEDRO DE SOUZA;PDT;453
230000002335;BOA VISTA;03018;5;SUPLENTE;CARLOS ALBERTO ALMEIDA COSTA;PPS;15
230000002356;BOA VISTA;03018;1;SUPLENTE;JAIRO MACIEL DA SILVA;PR;28
230000003008;BOA VISTA;03018;5;SUPLENTE;PATRICIO SANTOS DA SILVA;PPS;1
230000002343;BOA VISTA;03018;1;SUPLENTE;FRANCISCO ALEXSANDRO  DE OLIVEIRA;PPS;31
230000002352;BOA VISTA;03018;1;SUPLENTE;GABRIELA ADELAIDE SOUZA DA SILVA;PR;13
230000002204;BOA VISTA;03018;1;NÃO ELEITO;ROGERIO MIRANDA;PROS;19
230000002415;BOA VISTA;03018;1;NÃO ELEITO;MITCHELSON PEREIRA DA SILVA;PRP;8
230000002419;BOA VISTA;03018;1;NÃO ELEITO;JUNIOR DOS SANTOS MOURA;PRP;6
230000002301;BOA VISTA;03018;5;NÃO ELEITO;ÁLVARO ALVES NETTO;PV;128
230000002308;BOA VISTA;03018;1;NÃO ELEITO;ALZENIRA DOS SANTOS;PTB;19
